sample.id,Tank,Experiment,Day,Year,ExpYear,sample_date,SampleEvent,treatment_cellsperml,observed_treatment_cellperml,Species,total_density,relative_inoculant_density_percent,d__Eukaryota.p__Euglenozoa.c__Euglenida.o__Euglenophyceae.f__Euglenaceae.g__Trachelomonas.s__Trachelomonas_sp.,d__Eukaryota.p__Ochrophyta.c__Chrysophyceae.o__Synurales.f__Synurales.g__Synura.__,d__Eukaryota.p__Ochrophyta.c__Chrysophyceae.o__Synurales.f__Synurales.g__Mallomonas.s__Mallomonas_caudata,d__Eukaryota.p__Chlorophyta.c__Chlorophyceae.o__Chlorophyceae.f__Chlorophyceae.g__Chlorophyceae.s__Haematococcus_lacustris,d__Eukaryota.p__Euglenozoa.c__Euglenida.o__Euglenophyceae.f__Euglenaceae.g__Trachelomonas.__
D28MTP5Exp12021,5,1,28,2021,12021,7/12/2021,Week4,1,0,Haematococcus pluvialis,543.7849397,0,0,0,0,0,0
D28MTP5Exp22021,5,2,28,2021,22021,8/23/2021,Week4,1,0,Trachelomonas abrupta,708.9551847,0,0,0,0,0,0
D28MTP5Exp32022,5,3,28,2022,32022,10/17/2022,Week4,0,0,Chrysosphaerella sp.,3206.232611,0,0,0,0,2,0
D28MTP7Exp12021,7,1,28,2021,12021,7/12/2021,Week4,0,0,Haematococcus pluvialis,1944.037769,0,0,0,0,0,0
D28MTP7Exp22021,7,2,28,2021,22021,8/23/2021,Week4,0,0,Trachelomonas abrupta,7202.994783,0,0,0,0,0,0
D28MTP7Exp32022,7,3,28,2022,32022,10/17/2022,Week4,10,0,Chrysosphaerella sp.,3033.525363,0,0,0,0,0,0
D28MTP8Exp12021,8,1,28,2021,12021,7/12/2021,Week4,30,0,Haematococcus pluvialis,410.4764511,0,0,0,0,0,0
D28MTP8Exp22021,8,2,28,2021,22021,8/23/2021,Week4,30,0,Trachelomonas abrupta,9770.216,0,0,7,0,0,0
D28MTP8Exp32022,8,3,28,2022,32022,10/17/2022,Week4,100,0,Chrysosphaerella sp.,3578.767968,0,0,0,0,0,0
D28MTP9Exp12021,9,1,28,2021,12021,7/12/2021,Week4,1,0,Haematococcus pluvialis,1293.217581,0,0,0,0,0,0
D28MTP9Exp22021,9,2,28,2021,22021,8/23/2021,Week4,1,0,Trachelomonas abrupta,7893.094594,0,0,0,0,0,0
D28MTP9Exp32022,9,3,28,2022,32022,10/17/2022,Week4,1,0,Chrysosphaerella sp.,4572.015041,0,0,0,0,0,0
D29MTP10Exp12022,10,1,29,2022,12022,6/29/2022,Week4,10,0,Chrysosphaerella sp.,15230.34732,0,3,0,0,0,0
D29MTP10Exp22022,10,2,29,2022,22022,8/16/2022,Week4,0,0,Haematococcus pluvialis,737.3666802,0,0,0,0,2,0
D29MTP11Exp12022,11,1,29,2022,12022,6/29/2022,Week4,100,4.46210084,Chrysosphaerella sp.,6117.540252,0.07293946,11,0,0,1,0
D29MTP12Exp12022,12,1,29,2022,12022,6/29/2022,Week4,1,0,Chrysosphaerella sp.,2518.91124,0,0,6,0,0,0
D29MTP12Exp22022,12,2,29,2022,22022,8/16/2022,Week4,100,0,Haematococcus pluvialis,2666.058577,0,0,0,0,4,0
D29MTP13Exp12022,13,1,29,2022,12022,6/29/2022,Week4,30,0,Chrysosphaerella sp.,1371.107883,0,0,2,0,0,0
D29MTP13Exp22022,13,2,29,2022,22022,8/16/2022,Week4,1,0,Haematococcus pluvialis,2635.444245,0,0,0,0,3,0
D29MTP14Exp12022,14,1,29,2022,12022,6/29/2022,Week4,10,0,Chrysosphaerella sp.,1020.004506,0,2,1,0,0,0
D29MTP14Exp22022,14,2,29,2022,22022,8/16/2022,Week3,30,0,Haematococcus pluvialis,923.6471073,0,0,0,0,0,0
D29MTP15Exp12022,15,1,29,2022,12022,6/29/2022,Week4,0,0,Chrysosphaerella sp.,1634.140199,0,0,0,0,0,0
D29MTP15Exp22022,15,2,29,2022,22022,8/16/2022,Week4,100,0,Haematococcus pluvialis,7018.174882,0,0,0,0,0,0
D29MTP16Exp12022,16,1,29,2022,12022,6/29/2022,Week4,100,0,Chrysosphaerella sp.,1155.422374,0,0,1,0,0,0
D29MTP16Exp22022,16,2,29,2022,22022,8/16/2022,Week4,0,0,Haematococcus pluvialis,977.5548117,0,0,0,0,0,0
D29MTP17Exp12022,17,1,29,2022,12022,6/29/2022,Week4,1,0,Chrysosphaerella sp.,1827.293522,0,0,3,0,0,0
D29MTP18Exp12022,18,1,29,2022,12022,6/29/2022,Week4,1,0,Chrysosphaerella sp.,5215.310688,0,0,0,0,0,0
D29MTP18Exp22022,18,2,29,2022,22022,8/16/2022,Week4,10,0,Haematococcus pluvialis,793.7591786,0,0,0,0,1,0
D29MTP19Exp12022,19,1,29,2022,12022,6/29/2022,Week4,10,0,Chrysosphaerella sp.,12047.10112,0,0,0,0,0,0
D29MTP19Exp22022,19,2,29,2022,22022,8/16/2022,Week4,100,4.31699187,Haematococcus pluvialis,7615.173659,0.056689342,0,0,0,1,0
D29MTP1Exp12022,1,1,29,2022,12022,6/29/2022,Week4,100,0,Chrysosphaerella sp.,5431.149685,0,0,0,0,2,0
D29MTP1Exp22022,1,2,29,2022,22022,8/16/2022,Week4,10,0,Haematococcus pluvialis,2338.90986,0,0,6,2,0,0
D29MTP20Exp12022,20,1,29,2022,12022,6/29/2022,Week4,30,0,Chrysosphaerella sp.,18675.30683,0,0,0,0,0,0
D29MTP20Exp22022,20,2,29,2022,22022,8/16/2022,Week4,1,0,Haematococcus pluvialis,15124.51025,0,0,2,0,0,0
D29MTP21Exp12022,21,1,29,2022,12022,6/29/2022,Week4,0,0,Chrysosphaerella sp.,3808.736682,0,0,0,0,0,0
D29MTP21Exp22022,21,2,29,2022,22022,8/16/2022,Week4,1,0,Haematococcus pluvialis,13253.16504,0,0,0,0,0,0
D29MTP2Exp12022,2,1,29,2022,12022,6/29/2022,Week4,1,1.497856135,Chrysosphaerella sp.,841.7951482,0.177935943,0,6,0,0,0
D29MTP2Exp22022,2,2,29,2022,22022,8/16/2022,Week4,0,0,Haematococcus pluvialis,7167.806063,0,0,1,0,0,0
D29MTP3Exp12022,3,1,29,2022,12022,6/29/2022,Week4,0,0,Chrysosphaerella sp.,2654.95,0,0,6,0,0,0
D29MTP3Exp22022,3,2,29,2022,22022,8/16/2022,Week4,10,0,Haematococcus pluvialis,738.5786831,0,0,1,2,0,0
D29MTP4Exp12022,4,1,29,2022,12022,6/29/2022,Week4,30,0,Chrysosphaerella sp.,818.5221344,0,0,22,0,0,0
D29MTP4Exp22022,4,2,29,2022,22022,8/16/2022,Week4,30,0,Haematococcus pluvialis,1741.6472,0,0,0,0,7,0
D29MTP5Exp12022,5,1,29,2022,12022,6/29/2022,Week4,10,0,Chrysosphaerella sp.,2551.395933,0,1,0,0,0,3
D29MTP5Exp22022,5,2,29,2022,22022,8/16/2022,Week4,30,0,Haematococcus pluvialis,1644.356129,0,0,6,0,2,0
D29MTP6Exp22022,6,2,29,2022,22022,8/16/2022,Week4,10,76.17578059,Haematococcus pluvialis,2715.829772,2.804880533,0,2,0,0,0
D29MTP7Exp12022,7,1,29,2022,12022,6/29/2022,Week4,30,0,Chrysosphaerella sp.,7463.956599,0,0,0,0,0,2
D29MTP7Exp22022,7,2,29,2022,22022,8/16/2022,Week4,100,21.19720559,Haematococcus pluvialis,1743.212584,1.215985118,0,0,0,3,0
D29MTP8Exp12022,8,1,29,2022,12022,6/29/2022,Week4,0,0,Chrysosphaerella sp.,1108.33627,0,0,1,0,0,0
D29MTP8Exp22022,8,2,29,2022,22022,8/16/2022,Week4,30,0,Haematococcus pluvialis,1767.028963,0,0,4,0,1,0
D29MTP9Exp12022,9,1,29,2022,12022,6/29/2022,Week4,100,0,Chrysosphaerella sp.,1610.646099,0,0,2,0,0,0
D29MTP9Exp22022,9,2,29,2022,22022,8/16/2022,Week4,0,0,Haematococcus pluvialis,10101.55376,0,0,0,1,0,0
D7MTP10Exp12021,10,1,7,2021,12021,6/21/2021,Week1,100,0,Haematococcus pluvialis,1328.085333,0,0,0,0,0,0
D7MTP10Exp12022,10,1,7,2022,12022,6/8/2022,Week1,10,4.343476483,Chrysosphaerella sp.,480.087996,0.904725075,5,0,0,0,19
D7MTP10Exp22021,10,2,7,2021,22021,8/2/2021,Week1,100,43.52377049,Trachelomonas abrupta,13178.9977,0.330250991,3,0,3,0,0
D7MTP10Exp32022,10,3,7,2022,32022,9/26/2022,Week1,10,0,Chrysosphaerella sp.,71499.93911,0,0,0,1,0,0
D7MTP11Exp12021,11,1,7,2021,12021,6/21/2021,Week1,30,0,Haematococcus pluvialis,1489.990121,0,1,0,0,0,0
D7MTP11Exp12022,11,1,7,2022,12022,6/8/2022,Week1,100,0,Chrysosphaerella sp.,397.5171039,0,2,3,0,0,2
D7MTP11Exp22021,11,2,7,2021,22021,8/2/2021,Week1,30,0,Trachelomonas abrupta,9714.235659,0,0,0,0,0,0
D7MTP12Exp12021,12,1,7,2021,12021,6/21/2021,Week1,10,0,Haematococcus pluvialis,1111.189836,0,0,0,0,0,0
D7MTP12Exp12022,12,1,7,2022,12022,6/8/2022,Week1,1,4.308235294,Chrysosphaerella sp.,2199.066902,0.19591197,4,21,1,0,1
D7MTP12Exp22021,12,2,7,2021,22021,8/2/2021,Week1,10,25.48752,Trachelomonas abrupta,9268.96144,0.274977085,0,0,0,0,0
D7MTP12Exp32022,12,3,7,2022,32022,9/26/2022,Week1,30,4.31699187,Chrysosphaerella sp.,13352.45585,0.03233107,0,0,1,0,0
D7MTP13Exp12021,13,1,7,2021,12021,6/21/2021,Week1,0,0,Haematococcus pluvialis,1415.973333,0,2,0,0,0,0
D7MTP13Exp12022,13,1,7,2022,12022,6/8/2022,Week1,30,8.428412698,Chrysosphaerella sp.,969.4705545,0.869383052,3,4,0,0,3
D7MTP13Exp22021,13,2,7,2021,22021,8/2/2021,Week1,0,0,Trachelomonas abrupta,8772.878261,0,0,0,0,0,0
D7MTP13Exp32022,13,3,7,2022,32022,9/26/2022,Week1,1,0,Chrysosphaerella sp.,21398.23602,0,0,0,6,0,0
D7MTP14Exp12021,14,1,7,2021,12021,6/21/2021,Week1,10,0,Haematococcus pluvialis,1322.75089,0,0,0,0,0,0
D7MTP14Exp12022,14,1,7,2022,12022,6/8/2022,Week1,10,25.08614173,Chrysosphaerella sp.,1588.788976,1.578947368,2,19,1,0,1
D7MTP14Exp22021,14,2,7,2021,22021,8/2/2021,Week1,10,17.05991968,Trachelomonas abrupta,13392.03695,0.127388535,5,0,0,0,0
D7MTP14Exp32022,14,3,7,2022,32022,9/26/2022,Week1,100,4.52869936,Chrysosphaerella sp.,10208.20592,0.044363323,0,0,11,0,0
D7MTP15Exp12021,15,1,7,2021,12021,6/21/2021,Week1,1,0,Haematococcus pluvialis,1494.930954,0,1,0,0,0,0
D7MTP15Exp12022,15,1,7,2022,12022,6/8/2022,Week1,0,0,Chrysosphaerella sp.,736.4198661,0,0,19,0,0,0
D7MTP15Exp22021,15,2,7,2021,22021,8/2/2021,Week1,1,24.98776471,Trachelomonas abrupta,12535.52863,0.199335548,0,0,0,0,0
D7MTP15Exp32022,15,3,7,2022,32022,9/26/2022,Week1,30,0,Chrysosphaerella sp.,13656.5362,0,0,0,0,0,0
D7MTP16Exp12021,16,1,7,2021,12021,6/21/2021,Week1,100,0,Haematococcus pluvialis,1131.542009,0,0,0,0,1,0
D7MTP16Exp12022,16,1,7,2022,12022,6/8/2022,Week1,100,17.69966667,Chrysosphaerella sp.,1000.148125,1.76970453,1,32,1,0,17
D7MTP16Exp22021,16,2,7,2021,22021,8/2/2021,Week1,100,46.72712,Trachelomonas abrupta,4553.77024,1.026119403,2,0,0,0,0
D7MTP16Exp32022,16,3,7,2022,32022,9/26/2022,Week1,1,0,Chrysosphaerella sp.,22248.03479,0,0,0,4,0,0
D7MTP17Exp12021,17,1,7,2021,12021,6/21/2021,Week1,1,2.57449697,Haematococcus pluvialis,913.9464242,0.281690141,0,0,0,0,0
D7MTP17Exp12022,17,1,7,2022,12022,6/8/2022,Week1,1,21.85144033,Chrysosphaerella sp.,1318.405336,1.657414434,0,17,0,0,3
D7MTP17Exp22021,17,2,7,2021,22021,8/2/2021,Week1,1,17.19805668,Trachelomonas abrupta,16269.36162,0.105708245,6,0,0,0,0
D7MTP17Exp32022,17,3,7,2022,32022,9/26/2022,Week1,10,0,Chrysosphaerella sp.,25880.84593,0,0,0,1,0,0
D7MTP18Exp12022,18,1,7,2022,12022,6/8/2022,Week1,1,38.15497006,Chrysosphaerella sp.,1434.61686,2.659593034,0,24,0,0,0
D7MTP18Exp22021,18,2,7,2021,22021,8/2/2021,Week1,100,75.85571429,Trachelomonas abrupta,15508.27937,0.489130435,2,0,2,0,0
D7MTP18Exp32022,18,3,7,2022,32022,9/26/2022,Week1,0,0,Chrysosphaerella sp.,11426.9048,0,0,0,2,0,0
D7MTP19Exp12021,19,1,7,2021,12021,6/21/2021,Week1,30,0,Haematococcus pluvialis,4309.974608,0,0,0,0,0,0
D7MTP19Exp12022,19,1,7,2022,12022,6/8/2022,Week1,10,13.21966805,Chrysosphaerella sp.,952.4439154,1.387973385,3,26,4,0,3
D7MTP19Exp22021,19,2,7,2021,22021,8/2/2021,Week1,30,16.4648062,Trachelomonas abrupta,10817.37767,0.152207002,1,0,2,0,0
D7MTP19Exp32022,19,3,7,2022,32022,9/26/2022,Week1,30,0,Chrysosphaerella sp.,16408.46148,0,0,0,4,0,0
D7MTP1Exp12021,1,1,7,2021,12021,6/21/2021,Week1,30,0,Haematococcus pluvialis,860.4761026,0,1,0,0,0,0
D7MTP1Exp12022,1,1,7,2022,12022,6/8/2022,Week1,100,29.49944444,Chrysosphaerella sp.,2498.956938,1.180470299,0,15,0,0,8
D7MTP1Exp22021,1,2,7,2021,22021,8/2/2021,Week1,30,16.92398406,Trachelomonas abrupta,9215.109323,0.183654729,0,0,0,0,0
D7MTP1Exp32022,1,3,7,2022,32022,9/26/2022,Week1,0,0,Chrysosphaerella sp.,19973.89322,0,0,0,7,0,0
D7MTP20Exp12021,20,1,7,2021,12021,6/21/2021,Week1,0,0,Haematococcus pluvialis,701.3075472,0,0,0,4,0,0
D7MTP20Exp12022,20,1,7,2022,12022,6/8/2022,Week1,30,0,Chrysosphaerella sp.,274.4679921,0,0,19,0,0,0
D7MTP20Exp22021,20,2,7,2021,22021,8/2/2021,Week1,0,0,Trachelomonas abrupta,11348.78627,0,2,0,0,0,0
D7MTP20Exp32022,20,3,7,2022,32022,9/26/2022,Week1,1,0,Chrysosphaerella sp.,19115.64,0,0,0,1,0,0
D7MTP21Exp12021,21,1,7,2021,12021,6/21/2021,Week1,100,0,Haematococcus pluvialis,1113.343739,0,2,0,0,0,0
D7MTP21Exp12022,21,1,7,2022,12022,6/8/2022,Week1,0,0,Chrysosphaerella sp.,2302.709109,0,2,18,0,0,3
D7MTP21Exp22021,21,2,7,2021,22021,8/2/2021,Week1,100,77.07919355,Trachelomonas abrupta,11733.16613,0.656934307,2,0,0,0,0
D7MTP21Exp32022,21,3,7,2022,32022,9/26/2022,Week1,30,4.290828283,Chrysosphaerella sp.,18569.59301,0.023106744,0,0,0,0,0
D7MTP2Exp12021,2,1,7,2021,12021,6/21/2021,Week1,10,0,Haematococcus pluvialis,1112.881002,0,0,0,0,0,0
D7MTP2Exp12022,2,1,7,2022,12022,6/8/2022,Week1,1,0,Chrysosphaerella sp.,1579.782013,0,1,16,0,0,5
D7MTP2Exp22021,2,2,7,2021,22021,8/2/2021,Week1,10,24.60185328,Trachelomonas abrupta,9291.299923,0.26478376,4,0,3,0,0
D7MTP2Exp32022,2,3,7,2022,32022,9/26/2022,Week1,10,0,Chrysosphaerella sp.,15030.44274,0,0,0,4,0,0
D7MTP3Exp12021,3,1,7,2021,12021,6/21/2021,Week1,0,0,Haematococcus pluvialis,1591.430899,0,1,0,0,0,0
D7MTP3Exp12022,3,1,7,2022,12022,6/8/2022,Week1,0,0,Chrysosphaerella sp.,924.717279,0,1,7,2,0,1
D7MTP3Exp22021,3,2,7,2021,22021,8/2/2021,Week1,0,0,Trachelomonas abrupta,2846.1064,0,8,0,0,0,0
D7MTP3Exp32022,3,3,7,2022,32022,9/26/2022,Week1,100,4.388347107,Chrysosphaerella sp.,5374.726233,0.081647826,0,1,9,0,0
D7MTP4Exp12021,4,1,7,2021,12021,6/21/2021,Week1,10,0,Haematococcus pluvialis,707.9866666,0,0,0,0,0,0
D7MTP4Exp12022,4,1,7,2022,12022,6/8/2022,Week1,30,25.64136821,Chrysosphaerella sp.,1057.029352,2.425795288,0,37,4,0,6
D7MTP4Exp22021,4,2,7,2021,22021,8/2/2021,Week1,10,17.92371308,Trachelomonas abrupta,10924.50312,0.164068909,10,0,0,0,0
D7MTP4Exp32022,4,3,7,2022,32022,9/26/2022,Week1,0,0,Chrysosphaerella sp.,14592.55109,0,1,0,1,0,0
D7MTP5Exp12021,5,1,7,2021,12021,6/21/2021,Week1,1,0,Haematococcus pluvialis,1331.899917,0,0,0,0,1,0
D7MTP5Exp12022,5,1,7,2022,12022,6/8/2022,Week1,10,37.92785714,Chrysosphaerella sp.,1514.155375,2.504885415,3,32,0,0,6
D7MTP5Exp22021,5,2,7,2021,22021,8/2/2021,Week1,1,8.66922449,Trachelomonas abrupta,12795.77535,0.067750678,0,0,0,0,0
D7MTP5Exp32022,5,3,7,2022,32022,9/26/2022,Week1,0,0,Chrysosphaerella sp.,20902.46349,0,0,0,6,0,0
D7MTP6Exp32022,6,3,7,2022,32022,9/26/2022,Week1,100,0,Chrysosphaerella sp.,6643.74688,0,0,3,16,0,0
D7MTP7Exp12021,7,1,7,2021,12021,6/21/2021,Week1,0,0,Haematococcus pluvialis,2754.359087,0,0,0,0,0,0
D7MTP7Exp12022,7,1,7,2022,12022,6/8/2022,Week1,30,21.02930693,Chrysosphaerella sp.,682.2069378,3.082540761,0,14,0,0,2
D7MTP7Exp22021,7,2,7,2021,22021,8/2/2021,Week1,0,16.79019763,Trachelomonas abrupta,8420.284111,0.199401795,0,0,0,0,0
D7MTP7Exp32022,7,3,7,2022,32022,9/26/2022,Week1,10,0,Chrysosphaerella sp.,35968.61241,0,0,0,5,0,0
D7MTP8Exp12021,8,1,7,2021,12021,6/21/2021,Week1,30,0,Haematococcus pluvialis,567.3760743,0,1,0,0,0,0
D7MTP8Exp12022,8,1,7,2022,12022,6/8/2022,Week1,0,0,Chrysosphaerella sp.,1928.55568,0,1,22,2,0,3
D7MTP8Exp22021,8,2,7,2021,22021,8/2/2021,Week1,30,69.07186992,Trachelomonas abrupta,14530.99463,0.475341652,0,0,0,0,0
D7MTP8Exp32022,8,3,7,2022,32022,9/26/2022,Week1,100,0,Chrysosphaerella sp.,4270.019918,0,0,0,5,0,0
D7MTP9Exp12021,9,1,7,2021,12021,6/21/2021,Week1,1,0,Haematococcus pluvialis,2096.860032,0,0,0,0,0,0
D7MTP9Exp12022,9,1,7,2022,12022,6/8/2022,Week1,100,38.93205703,Chrysosphaerella sp.,3934.280383,0.989559798,0,32,1,0,5
D7MTP9Exp22021,9,2,7,2021,22021,8/2/2021,Week1,1,26.1142623,Trachelomonas abrupta,9227.039344,0.283018868,6,0,0,0,0
D7MTP9Exp32022,9,3,7,2022,32022,9/26/2022,Week1,1,8.704754098,Chrysosphaerella sp.,11207.83851,0.077666662,0,0,4,0,0
D8MTP10Exp22022,10,2,8,2022,22022,7/26/2022,Week1,0,0,Haematococcus pluvialis,141.425908,0,6,0,0,0,1
D8MTP12Exp22022,12,2,8,2022,22022,7/26/2022,Week1,100,21.58495935,Haematococcus pluvialis,3811.903821,0.566251416,0,0,8,74,0
D8MTP13Exp22022,13,2,8,2022,22022,7/26/2022,Week1,1,8.942989474,Haematococcus pluvialis,1694.352544,0.527811612,0,1,0,0,0
D8MTP14Exp22022,14,2,8,2022,22022,7/26/2022,Week1,30,27.17219616,Haematococcus pluvialis,5423.412034,0.501016629,0,0,0,24,0
D8MTP15Exp22022,15,2,8,2022,22022,7/26/2022,Week1,100,75.69668763,Haematococcus pluvialis,1932.003192,3.918041541,0,0,0,155,1
D8MTP16Exp22022,16,2,8,2022,22022,7/26/2022,Week1,0,4.31699187,Haematococcus pluvialis,1306.830923,0.330340505,1,0,0,0,0
D8MTP17Exp22022,17,2,8,2022,22022,7/26/2022,Week1,1,12.97735234,Haematococcus pluvialis,5072.195378,0.255852769,0,0,8,1,0
D8MTP18Exp22022,18,2,8,2022,22022,7/26/2022,Week1,10,148.5897942,Haematococcus pluvialis,918.1405189,16.18377483,5,0,0,222,0
D8MTP19Exp22022,19,2,8,2022,22022,7/26/2022,Week1,100,13.35823899,Haematococcus pluvialis,3630.061211,0.367989359,1,0,4,24,2
D8MTP1Exp22022,1,2,8,2022,22022,7/26/2022,Week1,10,0,Haematococcus pluvialis,1738.581691,0,2,0,73,0,0
D8MTP20Exp22022,20,2,8,2022,22022,7/26/2022,Week1,1,21.15498008,Haematococcus pluvialis,5023.870683,0.421089264,0,1,2,0,0
D8MTP21Exp22022,21,2,8,2022,22022,7/26/2022,Week1,1,0,Haematococcus pluvialis,1529.423529,0,0,0,9,0,0
D8MTP2Exp22022,2,2,8,2022,22022,7/26/2022,Week1,0,0,Haematococcus pluvialis,3208.535319,0,0,0,1,0,1
D8MTP3Exp22022,3,2,8,2022,22022,7/26/2022,Week1,10,4.388347107,Haematococcus pluvialis,1136.00638,0.386295991,0,0,10,14,0
D8MTP4Exp22022,4,2,8,2022,22022,7/26/2022,Week1,30,67.96672,Haematococcus pluvialis,3476.791411,1.954869072,0,0,0,53,0
D8MTP5Exp22022,5,2,8,2022,22022,7/26/2022,Week1,30,8.49584,Haematococcus pluvialis,3202.93168,0.265251989,0,0,4,39,0
D8MTP6Exp22022,6,2,8,2022,22022,7/26/2022,Week1,10,4.222584493,Haematococcus pluvialis,2901.304024,0.145540917,0,0,23,19,0
D8MTP7Exp22022,7,2,8,2022,22022,7/26/2022,Week1,100,26.4393361,Haematococcus pluvialis,877.204955,3.014043178,3,0,30,72,0
D8MTP8Exp22022,8,2,8,2022,22022,7/26/2022,Week1,30,4.343476483,Haematococcus pluvialis,5100.099361,0.085164546,0,0,18,29,0
D8MTP9Exp22022,9,2,8,2022,22022,7/26/2022,Week1,0,0,Haematococcus pluvialis,6354.541551,0,0,0,15,0,0
